image_idx,true_label,true_name,pred_label,pred_name
17,20,dangerous curve to the right,31,wild animals crossing
25,11,right-of-way at the next intersection,25,road work
29,11,right-of-way at the next intersection,25,road work
33,23,slippery road,31,wild animals crossing
41,30,beware of ice or snow,26,traffic signals
48,18,general caution,11,right-of-way at the next intersection
50,25,road work,11,right-of-way at the next intersection
72,30,beware of ice or snow,18,general caution
76,1,speed limit 30,5,speed limit 80
79,25,road work,31,wild animals crossing
99,33,turn right ahead,34,turn left ahead
109,4,speed limit 70,3,speed limit 60
115,3,speed limit 60,2,speed limit 50
117,29,bicycles crossing,18,general caution
122,1,speed limit 30,2,speed limit 50
127,30,beware of ice or snow,20,dangerous curve to the right
129,6,end of speed limit 80,42,end of no passing by vehicles over 3.5 metric tons
131,3,speed limit 60,38,keep right
132,14,stop,7,speed limit 100
145,25,road work,11,right-of-way at the next intersection
163,25,road work,20,dangerous curve to the right
168,29,bicycles crossing,21,double curve
175,1,speed limit 30,2,speed limit 50
176,3,speed limit 60,2,speed limit 50
184,20,dangerous curve to the right,21,double curve
186,18,general caution,20,dangerous curve to the right
198,18,general caution,31,wild animals crossing
199,28,children crossing,25,road work
207,31,wild animals crossing,18,general caution
209,15,no vehicles,18,general caution
216,10,no passing for vehicles over 3.5 metric tons,17,no entry
229,36,go straight or right,40,roundabout mandatory
233,18,general caution,20,dangerous curve to the right
235,19,dangerous curve to the left,20,dangerous curve to the right
237,30,beware of ice or snow,11,right-of-way at the next intersection
242,20,dangerous curve to the right,19,dangerous curve to the left
243,0,speed limit 20,4,speed limit 70
265,12,priority road,32,end of all speed and passing limits
266,5,speed limit 80,7,speed limit 100
277,39,keep left,38,keep right
281,35,ahead only,38,keep right
283,26,traffic signals,11,right-of-way at the next intersection
287,30,beware of ice or snow,11,right-of-way at the next intersection
304,4,speed limit 70,1,speed limit 30
305,3,speed limit 60,38,keep right
310,19,dangerous curve to the left,20,dangerous curve to the right
314,1,speed limit 30,8,speed limit 120
325,35,ahead only,40,roundabout mandatory
332,3,speed limit 60,5,speed limit 80
335,6,end of speed limit 80,38,keep right
339,22,bumpy road,11,right-of-way at the next intersection
341,29,bicycles crossing,23,slippery road
349,28,children crossing,25,road work
355,40,roundabout mandatory,34,turn left ahead
356,35,ahead only,34,turn left ahead
363,39,keep left,38,keep right
368,19,dangerous curve to the left,20,dangerous curve to the right
374,26,traffic signals,30,beware of ice or snow
376,41,end of no passing,42,end of no passing by vehicles over 3.5 metric tons
380,19,dangerous curve to the left,20,dangerous curve to the right
394,1,speed limit 30,10,no passing for vehicles over 3.5 metric tons
405,36,go straight or right,33,turn right ahead
406,8,speed limit 120,7,speed limit 100
418,9,no passing,8,speed limit 120
421,4,speed limit 70,2,speed limit 50
430,11,right-of-way at the next intersection,18,general caution
443,30,beware of ice or snow,28,children crossing
446,31,wild animals crossing,18,general caution
459,6,end of speed limit 80,42,end of no passing by vehicles over 3.5 metric tons
492,4,speed limit 70,2,speed limit 50
501,30,beware of ice or snow,28,children crossing
513,22,bumpy road,31,wild animals crossing
537,6,end of speed limit 80,42,end of no passing by vehicles over 3.5 metric tons
538,10,no passing for vehicles over 3.5 metric tons,42,end of no passing by vehicles over 3.5 metric tons
540,8,speed limit 120,7,speed limit 100
550,4,speed limit 70,15,no vehicles
551,5,speed limit 80,3,speed limit 60
559,24,road narrows on the right,21,double curve
565,23,slippery road,31,wild animals crossing
567,10,no passing for vehicles over 3.5 metric tons,6,end of speed limit 80
570,3,speed limit 60,4,speed limit 70
571,8,speed limit 120,4,speed limit 70
575,33,turn right ahead,38,keep right
576,3,speed limit 60,9,no passing
579,0,speed limit 20,1,speed limit 30
583,1,speed limit 30,2,speed limit 50
603,19,dangerous curve to the left,20,dangerous curve to the right
604,3,speed limit 60,1,speed limit 30
606,7,speed limit 100,9,no passing
610,27,pedestrians,11,right-of-way at the next intersection
611,41,end of no passing,42,end of no passing by vehicles over 3.5 metric tons
632,25,road work,31,wild animals crossing
637,29,bicycles crossing,12,priority road
639,9,no passing,10,no passing for vehicles over 3.5 metric tons
641,8,speed limit 120,9,no passing
644,2,speed limit 50,40,roundabout mandatory
647,7,speed limit 100,5,speed limit 80
656,29,bicycles crossing,25,road work
659,10,no passing for vehicles over 3.5 metric tons,17,no entry
660,5,speed limit 80,10,no passing for vehicles over 3.5 metric tons
