image_idx,true_label,true_name,pred_label,pred_name
2,38,keep right,39,keep left
4,11,right-of-way at the next intersection,22,bumpy road
5,38,keep right,39,keep left
6,18,general caution,22,bumpy road
7,12,priority road,41,end of no passing
8,25,road work,27,pedestrians
10,12,priority road,13,yield
12,23,slippery road,22,bumpy road
17,20,dangerous curve to the right,31,wild animals crossing
18,27,pedestrians,28,children crossing
19,38,keep right,39,keep left
21,33,turn right ahead,36,go straight or right
25,11,right-of-way at the next intersection,27,pedestrians
27,10,no passing for vehicles over 3.5 metric tons,26,traffic signals
28,9,no passing,15,no vehicles
29,11,right-of-way at the next intersection,24,road narrows on the right
30,5,speed limit 80,1,speed limit 30
31,17,no entry,9,no passing
33,23,slippery road,31,wild animals crossing
37,12,priority road,42,end of no passing by vehicles over 3.5 metric tons
38,16,vehicles over 3.5 metric tons prohibited,10,no passing for vehicles over 3.5 metric tons
39,8,speed limit 120,4,speed limit 70
41,30,beware of ice or snow,22,bumpy road
42,18,general caution,24,road narrows on the right
47,10,no passing for vehicles over 3.5 metric tons,9,no passing
50,25,road work,42,end of no passing by vehicles over 3.5 metric tons
55,35,ahead only,40,roundabout mandatory
56,5,speed limit 80,1,speed limit 30
60,38,keep right,39,keep left
61,10,no passing for vehicles over 3.5 metric tons,31,wild animals crossing
64,15,no vehicles,10,no passing for vehicles over 3.5 metric tons
65,9,no passing,10,no passing for vehicles over 3.5 metric tons
66,26,traffic signals,28,children crossing
67,2,speed limit 50,1,speed limit 30
68,5,speed limit 80,2,speed limit 50
71,25,road work,28,children crossing
72,30,beware of ice or snow,25,road work
73,34,turn left ahead,40,roundabout mandatory
75,12,priority road,42,end of no passing by vehicles over 3.5 metric tons
76,1,speed limit 30,2,speed limit 50
77,10,no passing for vehicles over 3.5 metric tons,9,no passing
79,25,road work,31,wild animals crossing
80,21,double curve,31,wild animals crossing
82,25,road work,28,children crossing
87,7,speed limit 100,8,speed limit 120
94,12,priority road,8,speed limit 120
95,32,end of all speed and passing limits,42,end of no passing by vehicles over 3.5 metric tons
97,38,keep right,42,end of no passing by vehicles over 3.5 metric tons
100,1,speed limit 30,2,speed limit 50
101,10,no passing for vehicles over 3.5 metric tons,17,no entry
103,11,right-of-way at the next intersection,18,general caution
107,25,road work,27,pedestrians
109,4,speed limit 70,5,speed limit 80
114,30,beware of ice or snow,20,dangerous curve to the right
115,3,speed limit 60,2,speed limit 50
116,27,pedestrians,28,children crossing
117,29,bicycles crossing,25,road work
118,1,speed limit 30,4,speed limit 70
122,1,speed limit 30,2,speed limit 50
126,10,no passing for vehicles over 3.5 metric tons,9,no passing
127,30,beware of ice or snow,20,dangerous curve to the right
129,6,end of speed limit 80,32,end of all speed and passing limits
130,36,go straight or right,33,turn right ahead
132,14,stop,39,keep left
134,11,right-of-way at the next intersection,25,road work
136,18,general caution,27,pedestrians
145,25,road work,35,ahead only
147,41,end of no passing,32,end of all speed and passing limits
152,11,right-of-way at the next intersection,25,road work
157,9,no passing,15,no vehicles
163,25,road work,11,right-of-way at the next intersection
164,18,general caution,24,road narrows on the right
165,9,no passing,10,no passing for vehicles over 3.5 metric tons
168,29,bicycles crossing,23,slippery road
169,17,no entry,26,traffic signals
171,38,keep right,41,end of no passing
173,25,road work,27,pedestrians
175,1,speed limit 30,5,speed limit 80
179,2,speed limit 50,1,speed limit 30
182,36,go straight or right,35,ahead only
183,25,road work,18,general caution
184,20,dangerous curve to the right,22,bumpy road
188,10,no passing for vehicles over 3.5 metric tons,9,no passing
190,10,no passing for vehicles over 3.5 metric tons,41,end of no passing
193,38,keep right,39,keep left
196,8,speed limit 120,10,no passing for vehicles over 3.5 metric tons
197,38,keep right,35,ahead only
198,18,general caution,27,pedestrians
199,28,children crossing,27,pedestrians
201,9,no passing,10,no passing for vehicles over 3.5 metric tons
203,1,speed limit 30,4,speed limit 70
206,2,speed limit 50,3,speed limit 60
207,31,wild animals crossing,26,traffic signals
209,15,no vehicles,9,no passing
210,15,no vehicles,9,no passing
211,38,keep right,13,yield
212,25,road work,28,children crossing
213,5,speed limit 80,2,speed limit 50
214,25,road work,27,pedestrians
216,10,no passing for vehicles over 3.5 metric tons,15,no vehicles
