image_idx,true_label,true_name,pred_label,pred_name
3,33,turn right ahead,32,end of all speed and passing limits
6,18,general caution,27,pedestrians
8,25,road work,27,pedestrians
9,35,ahead only,40,roundabout mandatory
10,12,priority road,15,no vehicles
12,23,slippery road,19,dangerous curve to the left
13,7,speed limit 100,32,end of all speed and passing limits
15,9,no passing,17,no entry
16,21,double curve,27,pedestrians
22,9,no passing,16,vehicles over 3.5 metric tons prohibited
25,11,right-of-way at the next intersection,28,children crossing
28,9,no passing,10,no passing for vehicles over 3.5 metric tons
29,11,right-of-way at the next intersection,24,road narrows on the right
30,5,speed limit 80,1,speed limit 30
33,23,slippery road,31,wild animals crossing
34,2,speed limit 50,1,speed limit 30
36,3,speed limit 60,1,speed limit 30
38,16,vehicles over 3.5 metric tons prohibited,10,no passing for vehicles over 3.5 metric tons
41,30,beware of ice or snow,27,pedestrians
45,25,road work,27,pedestrians
46,3,speed limit 60,1,speed limit 30
48,18,general caution,20,dangerous curve to the right
50,25,road work,32,end of all speed and passing limits
51,13,yield,24,road narrows on the right
54,13,yield,30,beware of ice or snow
55,35,ahead only,32,end of all speed and passing limits
56,5,speed limit 80,1,speed limit 30
57,26,traffic signals,24,road narrows on the right
59,16,vehicles over 3.5 metric tons prohibited,10,no passing for vehicles over 3.5 metric tons
63,9,no passing,42,end of no passing by vehicles over 3.5 metric tons
65,9,no passing,27,pedestrians
66,26,traffic signals,20,dangerous curve to the right
67,2,speed limit 50,3,speed limit 60
68,5,speed limit 80,1,speed limit 30
69,28,children crossing,27,pedestrians
71,25,road work,27,pedestrians
72,30,beware of ice or snow,26,traffic signals
74,5,speed limit 80,1,speed limit 30
76,1,speed limit 30,8,speed limit 120
77,10,no passing for vehicles over 3.5 metric tons,40,roundabout mandatory
78,25,road work,27,pedestrians
79,25,road work,21,double curve
81,33,turn right ahead,34,turn left ahead
82,25,road work,27,pedestrians
83,7,speed limit 100,32,end of all speed and passing limits
84,10,no passing for vehicles over 3.5 metric tons,16,vehicles over 3.5 metric tons prohibited
86,3,speed limit 60,1,speed limit 30
87,7,speed limit 100,1,speed limit 30
88,22,bumpy road,27,pedestrians
92,2,speed limit 50,1,speed limit 30
96,3,speed limit 60,2,speed limit 50
97,38,keep right,42,end of no passing by vehicles over 3.5 metric tons
98,9,no passing,10,no passing for vehicles over 3.5 metric tons
99,33,turn right ahead,40,roundabout mandatory
100,1,speed limit 30,0,speed limit 20
101,10,no passing for vehicles over 3.5 metric tons,41,end of no passing
102,5,speed limit 80,8,speed limit 120
103,11,right-of-way at the next intersection,27,pedestrians
107,25,road work,27,pedestrians
108,33,turn right ahead,34,turn left ahead
109,4,speed limit 70,8,speed limit 120
110,1,speed limit 30,2,speed limit 50
112,16,vehicles over 3.5 metric tons prohibited,10,no passing for vehicles over 3.5 metric tons
113,10,no passing for vehicles over 3.5 metric tons,41,end of no passing
114,30,beware of ice or snow,20,dangerous curve to the right
115,3,speed limit 60,1,speed limit 30
117,29,bicycles crossing,26,traffic signals
118,1,speed limit 30,8,speed limit 120
120,13,yield,38,keep right
122,1,speed limit 30,2,speed limit 50
123,8,speed limit 120,4,speed limit 70
124,2,speed limit 50,1,speed limit 30
126,10,no passing for vehicles over 3.5 metric tons,40,roundabout mandatory
127,30,beware of ice or snow,20,dangerous curve to the right
130,36,go straight or right,33,turn right ahead
131,3,speed limit 60,42,end of no passing by vehicles over 3.5 metric tons
132,14,stop,8,speed limit 120
134,11,right-of-way at the next intersection,26,traffic signals
138,2,speed limit 50,1,speed limit 30
141,4,speed limit 70,0,speed limit 20
143,18,general caution,20,dangerous curve to the right
145,25,road work,32,end of all speed and passing limits
147,41,end of no passing,32,end of all speed and passing limits
148,11,right-of-way at the next intersection,24,road narrows on the right
152,11,right-of-way at the next intersection,24,road narrows on the right
153,25,road work,27,pedestrians
155,3,speed limit 60,1,speed limit 30
158,7,speed limit 100,10,no passing for vehicles over 3.5 metric tons
162,4,speed limit 70,0,speed limit 20
163,25,road work,20,dangerous curve to the right
164,18,general caution,27,pedestrians
166,13,yield,24,road narrows on the right
168,29,bicycles crossing,26,traffic signals
170,13,yield,30,beware of ice or snow
171,38,keep right,32,end of all speed and passing limits
172,26,traffic signals,24,road narrows on the right
175,1,speed limit 30,15,no vehicles
176,3,speed limit 60,15,no vehicles
182,36,go straight or right,33,turn right ahead
183,25,road work,26,traffic signals
