image_idx,true_label,true_name,pred_label,pred_name
8,25,road work,27,pedestrians
17,20,dangerous curve to the right,31,wild animals crossing
29,11,right-of-way at the next intersection,28,children crossing
39,8,speed limit 120,4,speed limit 70
41,30,beware of ice or snow,29,bicycles crossing
48,18,general caution,11,right-of-way at the next intersection
50,25,road work,38,keep right
56,5,speed limit 80,1,speed limit 30
72,30,beware of ice or snow,18,general caution
73,34,turn left ahead,33,turn right ahead
78,25,road work,11,right-of-way at the next intersection
79,25,road work,31,wild animals crossing
117,29,bicycles crossing,26,traffic signals
122,1,speed limit 30,2,speed limit 50
131,3,speed limit 60,38,keep right
145,25,road work,37,go straight or left
163,25,road work,40,roundabout mandatory
164,18,general caution,27,pedestrians
168,29,bicycles crossing,12,priority road
171,38,keep right,32,end of all speed and passing limits
176,3,speed limit 60,4,speed limit 70
196,8,speed limit 120,5,speed limit 80
198,18,general caution,11,right-of-way at the next intersection
211,38,keep right,39,keep left
235,19,dangerous curve to the left,20,dangerous curve to the right
237,30,beware of ice or snow,37,go straight or left
242,20,dangerous curve to the right,19,dangerous curve to the left
243,0,speed limit 20,8,speed limit 120
252,0,speed limit 20,8,speed limit 120
263,25,road work,23,slippery road
265,12,priority road,13,yield
266,5,speed limit 80,7,speed limit 100
275,18,general caution,25,road work
277,39,keep left,38,keep right
281,35,ahead only,37,go straight or left
287,30,beware of ice or snow,11,right-of-way at the next intersection
304,4,speed limit 70,1,speed limit 30
308,7,speed limit 100,2,speed limit 50
310,19,dangerous curve to the left,20,dangerous curve to the right
314,1,speed limit 30,0,speed limit 20
325,35,ahead only,41,end of no passing
332,3,speed limit 60,4,speed limit 70
339,22,bumpy road,13,yield
349,28,children crossing,25,road work
355,40,roundabout mandatory,34,turn left ahead
361,38,keep right,13,yield
363,39,keep left,38,keep right
367,38,keep right,13,yield
368,19,dangerous curve to the left,20,dangerous curve to the right
371,18,general caution,27,pedestrians
372,3,speed limit 60,4,speed limit 70
374,26,traffic signals,25,road work
376,41,end of no passing,9,no passing
394,1,speed limit 30,5,speed limit 80
421,4,speed limit 70,2,speed limit 50
430,11,right-of-way at the next intersection,25,road work
443,30,beware of ice or snow,28,children crossing
446,31,wild animals crossing,25,road work
492,4,speed limit 70,1,speed limit 30
501,30,beware of ice or snow,13,yield
513,22,bumpy road,23,slippery road
518,8,speed limit 120,5,speed limit 80
550,4,speed limit 70,9,no passing
565,23,slippery road,25,road work
567,10,no passing for vehicles over 3.5 metric tons,6,end of speed limit 80
570,3,speed limit 60,2,speed limit 50
571,8,speed limit 120,4,speed limit 70
576,3,speed limit 60,2,speed limit 50
600,2,speed limit 50,3,speed limit 60
603,19,dangerous curve to the left,20,dangerous curve to the right
604,3,speed limit 60,1,speed limit 30
611,41,end of no passing,9,no passing
632,25,road work,31,wild animals crossing
636,16,vehicles over 3.5 metric tons prohibited,10,no passing for vehicles over 3.5 metric tons
637,29,bicycles crossing,12,priority road
639,9,no passing,10,no passing for vehicles over 3.5 metric tons
647,7,speed limit 100,5,speed limit 80
656,29,bicycles crossing,23,slippery road
660,5,speed limit 80,8,speed limit 120
673,35,ahead only,41,end of no passing
678,29,bicycles crossing,12,priority road
682,35,ahead only,40,roundabout mandatory
712,11,right-of-way at the next intersection,18,general caution
713,39,keep left,38,keep right
731,2,speed limit 50,5,speed limit 80
745,17,no entry,41,end of no passing
755,42,end of no passing by vehicles over 3.5 metric tons,38,keep right
758,3,speed limit 60,2,speed limit 50
763,3,speed limit 60,1,speed limit 30
767,5,speed limit 80,2,speed limit 50
770,10,no passing for vehicles over 3.5 metric tons,41,end of no passing
781,39,keep left,38,keep right
794,1,speed limit 30,2,speed limit 50
804,12,priority road,13,yield
829,27,pedestrians,25,road work
830,37,go straight or left,36,go straight or right
834,28,children crossing,25,road work
858,3,speed limit 60,2,speed limit 50
859,11,right-of-way at the next intersection,28,children crossing
861,6,end of speed limit 80,5,speed limit 80
